Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term (months),Default_Status (Yes/No)
104811,43,82222,22062,722,36,No
104812,42,157605,10366,756,48,No
104813,22,174468,31465,644,24,No
104814,51,32755,37286,815,12,Yes
104815,31,151937,45178,403,12,No
104816,48,162245,47603,546,12,No
104817,52,189169,18647,322,60,No
104818,25,53371,43309,824,60,No
104819,58,162326,48201,443,36,No
104820,30,155090,48315,492,24,Yes
104821,60,25192,14860,764,60,No
104822,44,22015,15745,674,12,No
104823,55,128154,11818,565,60,Yes
104824,64,48343,19101,677,12,No
104825,43,89306,10028,849,24,No
104826,37,25829,37725,373,36,Yes
104827,21,54381,48722,737,48,No
104828,51,131451,26087,525,48,No
104829,51,38263,14438,607,12,Yes
104830,62,194378,23156,647,60,Yes
104831,62,78418,23548,775,60,Yes
104832,54,20148,44879,614,12,Yes
104833,29,152826,29767,824,24,No
104834,42,46745,43881,724,12,No
104835,33,92914,7563,823,24,Yes
104836,45,171212,13498,548,36,Yes
104837,38,80653,13131,481,36,No
104838,32,98315,30107,405,12,No
104839,60,51075,33793,490,36,No
104840,37,181769,7696,436,60,Yes
104841,35,29795,28705,419,24,No
104842,62,84555,28397,371,48,No
104843,35,123107,12704,430,48,Yes
104844,35,71529,21442,756,36,No
104845,59,162744,14765,778,24,No
104846,33,187022,15002,351,60,Yes
104847,37,31009,16390,418,48,No
104848,52,198168,49436,563,60,No
104849,29,170616,23946,538,60,No
104850,60,49381,11641,650,48,No
104851,40,147769,38709,554,48,No
104852,46,176359,44309,608,36,No
104853,47,84610,20624,794,24,No
104854,41,88122,14966,356,12,No
104855,38,88184,28814,702,24,Yes
104856,33,191153,39189,366,12,No
104857,36,196384,10765,345,48,No
104858,29,107228,35222,668,60,No
104859,32,92943,22223,531,24,No
104860,64,100770,41769,701,60,No
104861,58,72726,17647,322,24,Yes
104862,39,173283,43016,566,24,No
104863,27,180552,9959,417,60,No
104864,55,67780,32257,354,36,No
104865,38,62503,36984,452,48,No
104866,36,77893,27212,538,36,No
104867,59,197265,32215,564,36,No
104868,24,81358,41657,567,24,No
104869,45,100857,34057,412,48,No
104870,52,140457,39094,465,24,No
104871,60,173189,43669,307,12,No
104872,33,137928,41126,516,24,No
104873,37,78706,39353,730,60,No
104874,57,160548,18500,591,24,No
104875,26,102806,49328,349,12,No
104876,39,75006,21772,406,24,No
104877,33,107238,8332,308,12,No
104878,46,65798,27218,755,48,No
104879,34,97271,40588,622,24,Yes
104880,51,50177,20472,608,12,Yes
104881,24,148022,9959,444,48,Yes
104882,59,150156,22443,711,60,Yes
104883,28,102215,30874,413,36,No
104884,45,63013,6301,698,12,No
104885,33,102600,48319,574,60,No
104886,52,116099,29080,423,48,No
104887,58,73450,25683,385,60,No
104888,58,199000,34656,346,24,No
104889,48,142640,27455,500,36,No
104890,50,112403,9112,575,12,No
104891,23,196454,49542,848,48,No
104892,48,119290,21882,429,36,No
104893,23,151832,37145,747,48,Yes
104894,54,44142,46388,688,60,Yes
104895,36,130189,37735,562,48,No
104896,42,127532,12245,577,48,No
104897,52,168362,49599,345,60,No
104898,58,151436,7105,467,60,No
104899,28,76921,47513,744,36,No
104900,28,39797,26711,345,12,No
104901,26,52535,10630,839,60,No
104902,34,66300,8206,386,36,No
104903,52,67176,23953,684,48,No
104904,55,36105,40396,564,48,No
104905,30,159011,15068,321,24,No
104906,23,99472,18394,749,60,No
104907,32,193101,6067,531,36,No
104908,51,166935,20245,485,36,No
104909,49,98097,14859,625,12,No
104910,25,161519,34164,482,36,No
104911,45,116160,44410,696,60,No
104912,61,66940,20377,780,36,No
104913,51,105001,41834,702,24,No
104914,41,170714,38715,762,48,No
104915,40,27928,25773,716,48,Yes
104916,59,68002,38939,501,36,Yes
104917,42,104853,11114,364,36,No
104918,24,134614,37939,316,36,No
104919,33,137517,17818,482,36,No
104920,62,176089,14335,690,24,No
104921,40,99064,47819,343,60,No
104922,33,139694,11209,781,24,Yes
104923,37,164385,48148,562,24,No
104924,56,152631,8577,473,24,No
104925,53,70893,13380,740,48,No
104926,21,35167,9076,519,24,Yes
104927,35,58598,37925,693,36,No
104928,33,158595,45545,494,24,No
104929,37,69777,46205,708,36,No
104930,44,179511,16095,770,60,Yes
104931,28,136378,24179,646,48,No
104932,47,101060,44968,761,60,No
104933,43,33285,33400,360,60,No
104934,28,162045,23761,465,48,No
104935,28,142970,46809,450,36,No
104936,46,42694,6810,410,36,No
104937,33,186846,26574,787,36,Yes
104938,59,155374,33562,848,48,Yes
104939,57,173463,45663,302,24,No
104940,48,24611,23510,782,12,No
104941,45,29372,11953,312,24,No
104942,36,175384,44091,461,24,No
104943,22,165152,27131,643,60,Yes
104944,38,100618,31883,748,12,Yes
104945,37,132945,43373,631,36,No
104946,50,128397,10891,563,24,No
104947,59,116213,40844,382,48,No
104948,33,40874,23728,633,24,No
104949,52,152669,38387,679,36,No
104950,49,31600,16094,518,24,No
104951,50,154819,7407,753,60,No
104952,38,99415,17644,388,60,No
104953,33,175887,40772,632,24,No
104954,63,114348,25298,609,60,No
104955,41,125736,48446,719,48,No
104956,50,44714,41807,653,12,No
104957,41,169962,39072,399,24,No
104958,37,155797,43398,444,48,Yes
104959,60,194277,33669,309,48,No
104960,39,171756,35161,343,48,No
104961,35,131573,12282,685,36,No
104962,29,33092,31539,794,24,No
104963,30,115918,8307,792,24,No
104964,64,190842,22745,468,24,No
104965,51,45457,44433,830,12,No
104966,43,91667,42062,635,48,Yes
104967,50,110751,39555,812,24,Yes
104968,53,82894,6073,429,60,No
104969,29,81305,37683,838,36,Yes
104970,21,163684,30741,813,12,No
104971,64,188161,27286,549,36,No
104972,55,72137,8599,437,48,No
104973,31,20559,32293,574,60,No
104974,54,86249,20389,763,48,No
104975,36,57361,49113,440,24,Yes
104976,29,100720,17318,555,36,No
104977,52,35261,8055,755,60,No
104978,35,40372,22043,733,36,No
104979,32,75355,11320,472,12,No
104980,53,118560,44281,772,60,No
104981,34,183616,9642,722,12,No
104982,28,20037,32158,738,60,Yes
104983,28,194104,14321,356,24,No
104984,47,61420,19432,797,36,No
104985,32,117243,27757,468,36,No
104986,21,149380,42234,727,48,No
104987,63,54600,31044,718,60,Yes
104988,60,199357,26971,646,60,No
104989,62,109520,49226,816,12,No
104990,31,25167,30727,754,60,No
104991,59,20432,27559,501,36,No
104992,63,89687,13284,478,60,No
104993,51,91947,48526,356,48,No
104994,37,116324,22665,800,48,No
104995,53,70903,32476,411,36,No
104996,52,85792,15991,447,36,No
104997,49,53439,24561,677,36,No
104998,41,184329,9511,647,60,No
104999,41,195746,15796,657,60,No
